id,country,university,qsRank,program,field,a985,a211,asy,asf,ahb,ielts_overall,ielts_sub,gre_total,gre_quant,background,notes,tuition,duration,timeline,sourceUrl,lastVerified
uk-sheffield-eee,英国,谢菲尔德大学,105,Electronic and Electrical Engineering MSc(Eng),电子/电气工程,79,81,83,85,75,6.5,6,,,2:1 undergraduate honours degree in a relevant subject with relevant modules,官方入学要求：2:1 undergraduate honours degree in a relevant subject with relevant modules,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/electronic-and-electrical-engineering-msceng,2026-06
uk-sheffield-wireless,英国,谢菲尔德大学,105,Wireless Communication Systems MSc,通信工程,79,81,83,85,75,6.5,6,,,2:1 undergraduate honours degree in a relevant subject with relevant modules,官方入学要求：2:1 undergraduate honours degree in a relevant subject with relevant modules,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/wireless-communication-systems-msc,2026-06
uk-sheffield-robotics,英国,谢菲尔德大学,105,Robotics MSc,电子/电气工程,80,82,84,86,76,6.5,6,,,2:1 undergraduate honours degree in a relevant subject with relevant modules,官方入学要求：2:1 undergraduate honours degree in a relevant subject with relevant modules,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/robotics-msc,2026-06
uk-sheffield-materials,英国,谢菲尔德大学,105,Materials Science and Engineering MSc,材料工程,78,80,82,84,74,6.5,6,,,2:1 undergraduate honours degree in a relevant subject with relevant modules,官方入学要求：2:1 undergraduate honours degree in a relevant subject with relevant modules,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/materials-science-and-engineering-msc,2026-06
uk-sheffield-civil,英国,谢菲尔德大学,105,Civil and Structural Engineering MSc,土木/建筑,78,80,82,84,74,6.5,6,,,2:1 undergraduate honours degree in any engineering or science subject which meets the module requirement below,官方入学要求：2:1 undergraduate honours degree in any engineering or science subject which meets the module requirement below,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/civil-and-structural-engineering-msc,2026-06
uk-sheffield-ism,英国,谢菲尔德大学,105,Information Systems Management MSc,信息系统/IT,79,81,83,85,75,6.5,6,,,2:1 undergraduate honours degree in any subject,官方入学要求：2:1 undergraduate honours degree in any subject,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/information-systems-management-msc,2026-06
uk-sheffield-translation,英国,谢菲尔德大学,105,Translation and Intercultural Studies MA,翻译/语言,80,82,84,86,76,6.5,6.0,,,2:1 undergraduate honours degree in a relevant subject,官方入学要求：2:1 undergraduate honours degree in a relevant subject,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/translation-and-intercultural-studies-ma,2026-06
uk-sheffield-digmk,英国,谢菲尔德大学,105,Digital Marketing and Communication MSc,市场营销,80,82,84,85,76,6.5,6,,,2:1 undergraduate honours degree in any subject,官方入学要求：2:1 undergraduate honours degree in any subject,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/digital-marketing-msc,2026-06
uk-sheffield-smb,英国,谢菲尔德大学,105,Strategic Marketing and Branding MSc,市场营销,80,82,84,85,76,6.5,6,,,2:1 undergraduate honours degree in any subject,官方入学要求：2:1 undergraduate honours degree in any subject,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/strategic-marketing-and-branding-msc,2026-06
uk-sheffield-hrm,英国,谢菲尔德大学,105,Human Resource Management MSc,管理学/商科,80,82,84,86,76,6.5,6,,,2:1 undergraduate honours degree in any subject,官方入学要求：2:1 undergraduate honours degree in any subject,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/human-resource-management-msc,2026-06
uk-sheffield-mgmt,英国,谢菲尔德大学,105,Management MSc,管理学/商科,80,82,84,86,76,6.5,6,,,2:1 undergraduate honours degree in any subject,官方入学要求：2:1 undergraduate honours degree in any subject,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/management-msc,2026-06
uk-sheffield-scm,英国,谢菲尔德大学,105,Logistics and Supply Chain Management MSc,管理学/商科,80,82,84,85,76,6.5,6,,,2:1 undergraduate honours degree in any subject,官方入学要求：2:1 undergraduate honours degree in any subject,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/logistics-and-supply-chain-management-msc,2026-06
uk-sheffield-llm-intl,英国,谢菲尔德大学,105,LLM International Law and Global Justice,法律(LLM),80,82,84,86,76,6.5,6,,,2:1 undergraduate honours degree in a relevant subject,官方入学要求：2:1 undergraduate honours degree in a relevant subject,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/llm-international-law-and-global-justice-llm,2026-06
uk-sheffield-edu,英国,谢菲尔德大学,105,Education MA,教育,79,81,83,85,75,6.5,6,,,2:1 undergraduate honours degree in any subject,官方入学要求：2:1 undergraduate honours degree in any subject,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/education-ma,2026-06
uk-sheffield-media,英国,谢菲尔德大学,105,Digital Media and Society MA,传媒,80,82,84,86,76,6.5,6,,,2:1 undergraduate honours degree in a relevant subject,官方入学要求：2:1 undergraduate honours degree in a relevant subject,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/digital-media-and-society-ma,2026-06
uk-sheffield-urban,英国,谢菲尔德大学,105,Urban and Regional Planning MSc,土木/建筑,78,80,82,84,74,6.5,6,,,2:1 undergraduate honours degree in any subject,官方入学要求：2:1 undergraduate honours degree in any subject,,1 年,9 月入学；国际生名额有限、多轮滚动审理，招满即止，建议尽早递交（以官网 Deadlines 页为准）,https://www.sheffield.ac.uk/postgraduate/taught/courses/2026/urban-and-regional-planning-msc,2026-06
